shift,matches_real,matches_shuffled
1663,185212,185021
1664,185190,185150
1665,185006,185011
1666,185674,185873
1667,184152,185395
1668,184867,185700
1669,184814,185044
1670,184931,185587
1671,185088,185883
1672,185042,185031
1673,185277,185266
1674,184626,185111
1675,184826,185677
1676,185336,185941
1677,185295,186213
1678,185369,185726
1679,185455,186130
1680,185035,184872
1681,185389,184975
1682,184955,185716
1683,184868,184382
1684,185564,184923
1685,185002,184441
1686,186166,184924
1687,185267,185187
1688,186193,185568
1689,185290,185408
1690,184773,185586
1691,184789,184903
1692,185535,185928
1693,184823,185222
1694,184717,185333
1695,185387,185258
1696,185420,185916
1697,185335,185608
1698,185550,185235
1699,186162,185807
1700,184754,184815
1701,185612,184937
1702,185728,185353
1703,185009,184889
1704,185746,185493
1705,185300,185863
1706,184005,184973
1707,185071,185010
1708,185782,185527
1709,185813,184666
1710,185706,185088
1711,185027,184424
1712,184823,185177
1713,184388,185874
1714,185498,185070
1715,184763,185266
1716,185153,185578
1717,185333,184982
1718,185750,184816
1719,185660,185293
1720,184764,185012
1721,184625,185199
1722,185115,185224
1723,184807,185132
1724,184652,185673
1725,185494,184576
1726,185853,184775
1727,184794,185876
1728,186440,185464
1729,185423,184659
1730,185092,185472
1731,184874,184958
1732,185541,185078
1733,185140,184953
1734,185879,184678
1735,185054,184660
1736,185387,185293
1737,185858,184728
1738,185427,185244
1739,184880,185588
1740,184533,185583
1741,184065,185005
1742,185594,185410
1743,184931,185437
1744,185748,184575
1745,184426,185586
1746,185838,185109
1747,184710,185024
1748,184865,185057
1749,185772,184561
1750,185553,185688
1751,185602,185364
1752,185017,185253
1753,184714,185022
1754,185947,185019
1755,185066,185248
1756,185441,185445
1757,184748,185472
1758,185194,185939
1759,184842,185581
1760,185723,184180
1761,186031,185531
1762,185011,185511
1763,184664,184767
1764,185202,185252
1765,185489,185204
1766,185737,185023
1767,184898,184955
1768,184924,185394
1769,185018,185071
1770,185216,184591
1771,184688,184923
1772,185200,186232
1773,185086,185877
1774,185188,185577
1775,185564,184729
1776,184800,185280
1777,185235,185967
1778,185464,185496
1779,185602,185434
1780,185162,184793
1781,185614,185155
1782,184852,185080
1783,185562,185435
1784,184298,185138
1785,184409,184737
1786,185561,185148
1787,185654,184641
1788,185381,185358
1789,186249,185060
1790,185524,185664
1791,185554,185322
1792,184887,185460
1793,185416,185107
1794,185879,185008
1795,185184,184952
1796,184843,185376
1797,185531,185332
1798,185932,184694
1799,185692,185539
1800,185394,185141
1801,185651,185139
1802,185676,185159
1803,184960,184236
1804,185577,185063
1805,185251,185509
1806,185916,185209
1807,184868,185192
1808,185380,185992
1809,185520,184546
1810,184995,184893
1811,185359,185336
1812,185707,185596
1813,185272,185803
1814,185477,185908
1815,185667,185711
1816,185232,185994
1817,185201,185648
1818,184094,185127
1819,184675,184476
1820,185546,185458
1821,186061,184317
1822,184991,184502
1823,185691,184773
1824,185542,185019
1825,185894,185282
1826,185805,184840
1827,185908,186186
1828,185579,185669
1829,186142,184829
1830,185819,184688
1831,185443,184813
1832,184858,185499
1833,185341,185284
1834,185402,184961
1835,185154,184811
1836,185800,185572
1837,185593,185588
1838,186740,186915
1839,185041,185419
1840,185366,185302
1841,185253,185832
1842,185534,185918
1843,185098,185564
1844,184555,185574
1845,185494,185300
1846,185154,185748
1847,184258,185407
1848,185410,184879
1849,184830,185368
1850,185290,185054
1851,184973,185482
1852,184711,185133
1853,184812,185287
1854,185076,185619
1855,185977,185374
1856,185457,184769
1857,185202,185444
1858,185329,185553
1859,184975,184707
1860,185979,185253
1861,184980,185059
1862,184725,185967
1863,185170,185082
1864,186201,185581
1865,184672,185074
1866,185448,185765
1867,185022,185543
1868,185324,185374
1869,185254,185491
1870,185299,185149
1871,184807,186272
1872,184878,185648
1873,184449,185028
1874,185552,184674
1875,185408,185780
1876,185771,185027
1877,184821,185277
1878,185495,185442
1879,184676,183893
1880,185420,184878
1881,184936,184978
1882,185448,185277
1883,186012,184903
1884,184852,185861
1885,185280,184480
1886,185229,185393
1887,185091,185144
1888,185219,185159
1889,185116,185035
1890,184745,185287
1891,185197,186235
1892,185921,185219
1893,185377,185383
1894,186017,184941
1895,184953,185485
1896,184797,184971
1897,184780,184951
1898,185152,185689
1899,185486,184692
1900,185179,185610
1901,184932,185184
1902,185738,184904
1903,185922,184832
1904,185147,185385
1905,185259,184825
1906,185290,185233
1907,185489,185075
1908,185284,185051
1909,185852,185065
1910,185443,185434
1911,185200,185009
1912,185167,185162
1913,184868,185705
1914,185023,184925
1915,184808,185835
1916,184834,185399
1917,184742,185104
1918,185515,185330
1919,185584,184698
1920,185338,185635
1921,185886,185422
1922,185121,185395
1923,185022,184808
1924,185535,185611
1925,185220,185268
1926,184889,184922
1927,186188,185817
1928,185260,185865
1929,185063,185237
1930,185250,185092
1931,185034,185298
1932,184973,185195
1933,185264,185201
1934,185021,184633
1935,185621,185010
1936,184599,185167
1937,185734,184973
1938,184995,185999
1939,186130,185055
1940,184525,184956
1941,185364,185683
1942,185358,184887
1943,185072,185796
1944,186106,185260
1945,184880,185072
1946,186286,185761
1947,186208,185452
1948,185300,185797
1949,184425,185175
1950,185233,184862
1951,184353,185239
1952,185341,185188
1953,185371,184636
1954,184981,185772
1955,185074,185773
1956,185281,185276
1957,185297,184830
1958,186025,185683
1959,185190,184583
1960,185056,185842
1961,184753,184948
1962,185290,184682
1963,184921,185640
1964,185214,185516
1965,185200,185550
1966,185004,185181
1967,185086,184350
1968,184415,185649
1969,185507,185336
1970,185413,185357
1971,184928,185840
1972,186041,185551
1973,185785,184953
1974,185330,184709
1975,185310,185604
1976,185452,184884
1977,185778,185210
1978,184933,185097
1979,185488,186568
1980,186598,184243
1981,185518,185609
1982,185230,185007
1983,184853,185021
1984,185083,185498
1985,185085,185394
1986,185228,186104
1987,185309,185104
1988,184999,185017
1989,185870,185648
1990,185453,185649
1991,185287,185049
1992,185083,185566
1993,185090,185111
1994,185234,185065
1995,185467,184686
1996,185210,184926
1997,185723,184568
1998,184924,184915
1999,185124,185533
2000,185860,185757
2001,184599,184499
2002,185903,184845
2003,185252,185162
2004,185717,184543
2005,185511,184945
2006,185344,185997
2007,185024,185372
2008,185534,185296
2009,185973,185266
2010,185401,185447
2011,185455,184980
2012,185431,185528
2013,185624,185550
2014,185458,185118
2015,185232,185515
2016,185746,185488
2017,185675,185385
2018,185133,186071
2019,185865,185168
2020,184763,185451
2021,185697,185684
2022,184834,185121
2023,184998,185253
2024,185540,185498
2025,185561,184817
2026,185605,185665
2027,184135,185572
2028,185809,185774
2029,185482,185330
2030,185813,184704
2031,185308,185754
2032,185712,184590
2033,184571,185247
2034,185412,185134
2035,185479,185245
2036,185397,184407
2037,185062,184285
2038,185893,184843
2039,184965,185315
2040,184015,185627
2041,184375,184919
2042,185246,185268
2043,184712,184897
2044,185296,184378
2045,185813,184857
2046,185255,185100
2047,185121,185486
